1769397841.528271 server started (2085773): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1769397841.528299 on Linux 6.14.0-37-generic #37~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Nov 20 10:25:38 UTC 2
1769397841.528308 using libevent 2.1.12-stable poll
1769397841.528312 using ncurses 6.4 20240113
1769397841.555941 yylex_token: end at WS
1769397841.555944 yylex_token: %%
1769397841.555948 cmd_parse_build_commands 0:0: bind
1769397841.555951 cmd_parse_build_commands 0:1: -Tcopy-mode
1769397841.555954 cmd_parse_build_commands 0:2: C-s
1769397841.555957 cmd_parse_build_commands 0:3 0:0: command-prompt
1769397841.555960 cmd_parse_build_commands 0:3 0:1: -T
1769397841.555963 cmd_parse_build_commands 0:3 0:2: search
1769397841.555966 cmd_parse_build_commands 0:3 0:3: -ip(search down)
1769397841.555969 cmd_parse_build_commands 0:3 0:4: -I#{pane_search_string}
1769397841.555972 cmd_parse_build_commands 0:3 0:5 0:0: send
1769397841.555975 cmd_parse_build_commands 0:3 0:5 0:1: -X
1769397841.555978 cmd_parse_build_commands 0:3 0:5 0:2: search-forward-incremental
1769397841.555981 cmd_parse_build_commands 0:3 0:5 0:3: %%
1769397841.555984 cmd_parse_build_commands 0:0: command-prompt
1769397841.555987 cmd_parse_build_commands 0:1: -T
1769397841.555990 cmd_parse_build_commands 0:2: search
1769397841.555993 cmd_parse_build_commands 0:3: -ip(search down)
1769397841.555996 cmd_parse_build_commands 0:4: -I#{pane_search_string}
1769397841.555999 cmd_parse_build_commands 0:5 0:0: send
1769397841.556002 cmd_parse_build_commands 0:5 0:1: -X
1769397841.556004 cmd_parse_build_commands 0:5 0:2: search-forward-incremental
1769397841.556007 cmd_parse_build_commands 0:5 0:3: %%
1769397841.556011 cmd_parse_build_commands 0:0: send
1769397841.556014 cmd_parse_build_commands 0:1: -X
1769397841.556017 cmd_parse_build_commands 0:2: search-forward-incremental
1769397841.556020 cmd_parse_build_commands 0:3: %%
1769397841.556024 args_parse_flags: next -X
1769397841.556027 args_parse_flags: -X
1769397841.556030 args_parse_flags: next search-forward-incremental
1769397841.556033 args_parse: flags end at 2 of 4
1769397841.556036 args_parse: 2 = search-forward-incremental (type STRING)
1769397841.556039 args_parse: 3 = %% (type STRING)
1769397841.556044 cmd_parse_build_commands: send-keys -X search-forward-incremental "%%"
1769397841.556050 args_parse_flags: next -T
1769397841.556053 args_parse_flag_argument: -T = search
1769397841.556056 args_parse_flags: next -ip(search down)
1769397841.556059 args_parse_flags: -i
1769397841.556062 args_parse_flag_argument: -p = (search down)
1769397841.556065 args_parse_flags: next -I#{pane_search_string}
1769397841.556068 args_parse_flag_argument: -I = #{pane_search_string}
1769397841.556071 args_parse: flags end at 5 of 6
1769397841.556076 args_parse: 5 = send-keys -X search-forward-incremental "%%" (type COMMANDS)
1769397841.556084 cmd_parse_build_commands: command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" }
1769397841.556088 args_parse_flags: next -Tcopy-mode
1769397841.556091 args_parse_flag_argument: -T = copy-mode
1769397841.556093 args_parse_flags: next C-s
1769397841.556096 args_parse: flags end at 2 of 4
1769397841.556099 args_parse: 2 = C-s (type STRING)
1769397841.556122 args_parse: 3 = command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" } (type COMMANDS)
1769397841.556133 cmd_parse_build_commands: bind-key -T copy-mode C-s { command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" } }
1769397841.556137 cmdq_get_command: [bind-key/0x592169986480] group 1383
1769397841.556140 cmdq_append <global>: [bind-key/0x592169986480]
1769397841.556144 yylex_token: end at WS
1769397841.556147 yylex_token: bind
1769397841.556150 yylex_token: end at WS
1769397841.556153 yylex_token: -Tcopy-mode
1769397841.556155 yylex_token: end at WS
1769397841.556158 yylex_token: C-v
1769397841.556161 yylex_token: end at WS
1769397841.556176 yylex_token: send
1769397841.556179 yylex_token: end at WS
1769397841.556182 yylex_token: -X
1769397841.556185 yylex_token: end at WS
1769397841.556187 yylex_token: page-down
1769397841.556191 cmd_parse_build_commands 0:0: bind
1769397841.556194 cmd_parse_build_commands 0:1: -Tcopy-mode
1769397841.556197 cmd_parse_build_commands 0:2: C-v
1769397841.556200 cmd_parse_build_commands 0:3 0:0: send
1769397841.556217 cmd_parse_build_commands 0:3 0:1: -X
1769397841.556220 cmd_parse_build_commands 0:3 0:2: page-down
1769397841.556223 cmd_parse_build_commands 0:0: send
1769397841.556226 cmd_parse_build_commands 0:1: -X
1769397841.556229 cmd_parse_build_commands 0:2: page-down
1769397841.556233 args_parse_flags: next -X
1769397841.556236 args_parse_flags: -X
1769397841.556239 args_parse_flags: next page-down
1769397841.556242 args_parse: flags end at 2 of 3
1769397841.556245 args_parse: 2 = page-down (type STRING)
1769397841.556249 cmd_parse_build_commands: send-keys -X page-down
1769397841.556253 args_parse_flags: next -Tcopy-mode
1769397841.556256 args_parse_flag_argument: -T = copy-mode
1769397841.556258 args_parse_flags: next C-v
1769397841.556261 args_parse: flags end at 2 of 4
1769397841.556264 args_parse: 2 = C-v (type STRING)
1769397841.556281 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1769397841.556287 cmd_parse_build_commands: bind-key -T copy-mode C-v { send-keys -X page-down }
1769397841.556291 cmdq_get_command: [bind-key/0x592169991790] group 1395
1769397841.556294 cmdq_append <global>: [bind-key/0x592169991790]
1769397841.556297 yylex_token: end at WS
1769397841.556300 yylex_token: bind
1769397841.556303 yylex_token: end at WS
1769397841.556306 yylex_token: -Tcopy-mode
1769397841.556308 yylex_token: end at WS
1769397841.556311 yylex_token: C-w
1769397841.556314 yylex_token: end at WS
1769397841.556316 yylex_token: send
1769397841.556319 yylex_token: end at WS
1769397841.556322 yylex_token: -X
1769397841.556325 yylex_token: end at WS
1769397841.556327 yylex_token: copy-pipe-and-cancel
1769397841.556331 cmd_parse_build_commands 0:0: bind
1769397841.556334 cmd_parse_build_commands 0:1: -Tcopy-mode
1769397841.556337 cmd_parse_build_commands 0:2: C-w
1769397841.556340 cmd_parse_build_commands 0:3 0:0: send
1769397841.556343 cmd_parse_build_commands 0:3 0:1: -X
1769397841.556349 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1769397841.556353 cmd_parse_build_commands 0:0: send
1769397841.556355 cmd_parse_build_commands 0:1: -X
1769397841.556358 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1769397841.556362 args_parse_flags: next -X
1769397841.556365 args_parse_flags: -X
1769397841.556368 args_parse_flags: next copy-pipe-and-cancel
1769397841.556371 args_parse: flags end at 2 of 3
1769397841.556374 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1769397841.556378 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1769397841.556381 args_parse_flags: next -Tcopy-mode
1769397841.556384 args_parse_flag_argument: -T = copy-mode
1769397841.556387 args_parse_flags: next C-w
1769397841.556390 args_parse: flags end at 2 of 4
1769397841.556393 args_parse: 2 = C-w (type STRING)
1769397841.556397 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1769397841.556403 cmd_parse_build_commands: bind-key -T copy-mode C-w { send-keys -X copy-pipe-and-cancel }
1769397841.556407 cmdq_get_command: [bind-key/0x5921699919f0] group 1403
1769397841.556410 cmdq_append <global>: [bind-key/0x5921699919f0]
1769397841.556413 yylex_token: end at WS
1769397841.556416 yylex_token: bind
1769397841.556419 yylex_token: end at WS
1769397841.556422 yylex_token: -Tcopy-mode
1769397841.556430 yylex_token: end at WS
1769397841.556434 yylex_token: Escape
1769397841.556437 yylex_token: end at WS
1769397841.556439 yylex_token: send
1769397841.556442 yylex_token: end at WS
1769397841.556445 yylex_token: -X
1769397841.556448 yylex_token: end at WS
1769397841.556450 yylex_token: cancel
1769397841.556454 cmd_parse_build_commands 0:0: bind
1769397841.556457 cmd_parse_build_commands 0:1: -Tcopy-mode
1769397841.556460 cmd_parse_build_commands 0:2: Escape
1769397841.556463 cmd_parse_build_commands 0:3 0:0: send
1769397841.556465 cmd_parse_build_commands 0:3 0:1: -X
1769397841.556468 cmd_parse_build_commands 0:3 0:2: cancel
1769397841.556472 cmd_parse_build_commands 0:0: send
1769397841.556474 cmd_parse_build_commands 0:1: -X
1769397841.556477 cmd_parse_build_commands 0:2: cancel
1769397841.556481 args_parse_flags: next -X
1769397841.556484 args_parse_flags: -X
1769397841.556487 args_parse_flags: next cancel
1769397841.556490 args_parse: flags end at 2 of 3
1769397841.556493 args_parse: 2 = cancel (type STRING)
1769397841.556497 cmd_parse_build_commands: send-keys -X cancel
1769397841.556499 args_parse_flags: next -Tcopy-mode
1769397841.556502 args_parse_flag_argument: -T = copy-mode
1769397841.556505 args_parse_flags: next Escape
1769397841.556508 args_parse: flags end at 2 of 4
1769397841.556511 args_parse: 2 = Escape (type STRING)
1769397841.556515 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1769397841.556521 cmd_parse_build_commands: bind-key -T copy-mode Escape { send-keys -X cancel }
1769397841.556524 cmdq_get_command: [bind-key/0x5921699910c0] group 1411
1769397841.556527 cmdq_append <global>: [bind-key/0x5921699910c0]
1769397841.556534 yylex_token: end at WS
1769397841.556537 yylex_token: bind
1769397841.556540 yylex_token: end at WS
1769397841.556543 yylex_token: -Tcopy-mode
1769397841.556545 yylex_token: end at WS
1769397841.556548 yylex_token: Space
1769397841.556551 yylex_token: end at WS
1769397841.556553 yylex_token: send
1769397841.556556 yylex_token: end at WS
1769397841.556559 yylex_token: -X
1769397841.556562 yylex_token: end at WS
1769397841.556564 yylex_token: page-down
1769397841.556568 cmd_parse_build_commands 0:0: bind
1769397841.556571 cmd_parse_build_commands 0:1: -Tcopy-mode
1769397841.556573 cmd_parse_build_commands 0:2: Space
1769397841.556577 cmd_parse_build_commands 0:3 0:0: send
1769397841.556579 cmd_parse_build_commands 0:3 0:1: -X
1769397841.556582 cmd_parse_build_commands 0:3 0:2: page-down
1769397841.556585 cmd_parse_build_commands 0:0: send
1769397841.556588 cmd_parse_build_commands 0:1: -X
1769397841.556591 cmd_parse_build_commands 0:2: page-down
1769397841.556595 args_parse_flags: next -X
1769397841.556598 args_parse_flags: -X
1769397841.556604 args_parse_flags: next page-down
1769397841.556607 args_parse: flags end at 2 of 3
1769397841.556610 args_parse: 2 = page-down (type STRING)
1769397841.556614 cmd_parse_build_commands: send-keys -X page-down
1769397841.556617 args_parse_flags: next -Tcopy-mode
1769397841.556620 args_parse_flag_argument: -T = copy-mode
1769397841.556623 args_parse_flags: next Space
1769397841.556626 args_parse: flags end at 2 of 4
1769397841.556629 args_parse: 2 = Space (type STRING)
1769397841.556633 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1769397841.556638 cmd_parse_build_commands: bind-key -T copy-mode Space { send-keys -X page-down }
1769397841.556642 cmdq_get_command: [bind-key/0x592169992440] group 1419
1769397841.556645 cmdq_append <global>: [bind-key/0x592169992440]
1769397841.556648 yylex_token: end at WS
1769397841.556651 yylex_token: bind
1769397841.556654 yylex_token: end at WS
1769397841.556657 yylex_token: -Tcopy-mode
1769397841.556660 yylex_token: end at WS
1769397841.556662 yylex_token: ,
1769397841.556665 yylex_token: end at WS
1769397841.556667 yylex_token: send
1769397841.556670 yylex_token: end at WS
1769397841.556673 yylex_token: -X
1769397841.556676 yylex_token: end at WS
1769397841.556678 yylex_token: jump-reverse
1769397841.556682 cmd_parse_build_commands 0:0: bind
1769397841.556685 cmd_parse_build_commands 0:1: -Tcopy-mode
1769397841.556688 cmd_parse_build_commands 0:2: ,
1769397841.556691 cmd_parse_build_commands 0:3 0:0: send
1769397841.556693 cmd_parse_build_commands 0:3 0:1: -X
1769397841.556697 cmd_parse_build_commands 0:3 0:2: jump-reverse
1769397841.556700 cmd_parse_build_commands 0:0: send
1769397841.556703 cmd_parse_build_commands 0:1: -X
1769397841.556705 cmd_parse_build_commands 0:2: jump-reverse
1769397841.556710 args_parse_flags: next -X
1769397841.556712 args_parse_flags: -X
1769397841.556715 args_parse_flags: next jump-reverse
1769397841.556718 args_parse: flags end at 2 of 3
1769397841.556721 args_parse: 2 = jump-reverse (type STRING)
1769397841.556725 cmd_parse_build_commands: send-keys -X jump-reverse
1769397841.556728 args_parse_flags: next -Tcopy-mode
1769397841.556731 args_parse_flag_argument: -T = copy-mode
1769397841.556734 args_parse_flags: next ,
1769397841.556737 args_parse: flags end at 2 of 4
1769397841.556740 args_parse: 2 = , (type STRING)
1769397841.556744 args_parse: 3 = send-keys -X jump-reverse (type COMMANDS)
1769397841.556750 cmd_parse_build_commands: bind-key -T copy-mode , { send-keys -X jump-reverse }
1769397841.556754 cmdq_get_command: [bind-key/0x5921699926a0] group 1427
1769397841.556757 cmdq_append <global>: [bind-key/0x5921699926a0]
1769397841.556760 yylex_token: end at WS
1769397841.556763 yylex_token: bind
1769397841.556766 yylex_token: end at WS
1769397841.556768 yylex_token: -Tcopy-mode
1769397841.556771 yylex_token: end at WS
1769397841.556774 yylex_token: ;
1769397841.556777 yylex_token: end at WS
1769397841.556779 yylex_token: send
1769397841.556782 yylex_token: end at WS
1769397841.556784 yylex_token: -X
1769397841.556787 yylex_token: end at WS
1769397841.556790 yylex_token: jump-again
1769397841.556793 cmd_parse_build_commands 0:0: bind
1769397841.556796 cmd_parse_build_commands 0:1: -Tcopy-mode
1769397841.556799 cmd_parse_build_commands 0:2: ;
1769397841.556802 cmd_parse_build_commands 0:3 0:0: send
1769397841.556805 cmd_parse_build_commands 0:3 0:1: -X
1769397841.556808 cmd_parse_build_commands 0:3 0:2: jump-again
1769397841.556811 cmd_parse_build_commands 0:0: send
1769397841.556814 cmd_parse_build_commands 0:1: -X
1769397841.556816 cmd_parse_build_commands 0:2: jump-again
1769397841.556820 args_parse_flags: next -X
1769397841.556823 args_parse_flags: -X
1769397841.556826 args_parse_flags: next jump-again
1769397841.556828 args_parse: flags end at 2 of 3
1769397841.556831 args_parse: 2 = jump-again (type STRING)
1769397841.556836 cmd_parse_build_commands: send-keys -X jump-again
1769397841.556839 args_parse_flags: next -Tcopy-mode
1769397841.556842 args_parse_flag_argument: -T = copy-mode
1769397841.556844 args_parse_flags: next ;
1769397841.556850 args_parse: flags end at 2 of 4
1769397841.556853 args_parse: 2 = ; (type STRING)
1769397841.556857 args_parse: 3 = send-keys -X jump-again (type COMMANDS)
1769397841.556863 cmd_parse_build_commands: bind-key -T copy-mode \\; { send-keys -X jump-again }
1769397841.556867 cmdq_get_command: [bind-key/0x592169992bc0] group 1435
1769397841.556870 cmdq_append <global>: [bind-key/0x592169992bc0]
1769397841.556874 yylex_token: end at WS
1769397841.556876 yylex_token: bind
1769397841.556879 yylex_token: end at WS
1769397841.556882 yylex_token: -Tcopy-mode
1769397841.556885 yylex_token: end at WS
1769397841.556887 yylex_token: F
1769397841.556890 yylex_token: end at WS
1769397841.556893 yylex_token: command-prompt
1769397841.556896 yylex_token: end at WS
1769397841.556899 yylex_token: -1p(jump backward)
1769397841.556902 yylex_token: end at WS
1769397841.556904 yylex_token: send
1769397841.556907 yylex_token: end at WS
1769397841.556910 yylex_token: -X
1769397841.556913 yylex_token: end at WS
1769397841.556915 yylex_token: jump-backward
1769397841.556918 yylex_token: end at WS
1769397841.556921 yylex_token: %%
1769397841.556924 cmd_parse_build_commands 0:0: bind
1769397841.556927 cmd_parse_build_commands 0:1: -Tcopy-mode
1769397841.556930 cmd_parse_build_commands 0:2: F
1769397841.556934 cmd_parse_build_commands 0:3 0:0: command-prompt
1769397841.556937 cmd_parse_build_commands 0:3 0:1: -1p(jump backward)
1769397841.556940 cmd_parse_build_commands 0:3 0:2 0:0: send
1769397841.556943 cmd_parse_build_commands 0:3 0:2 0:1: -X
1769397841.556946 cmd_parse_build_commands 0:3 0:2 0:2: jump-backward
1769397841.556949 cmd_parse_build_commands 0:3 0:2 0:3: %%
1769397841.556952 cmd_parse_build_commands 0:0: command-prompt
1769397841.556955 cmd_parse_build_commands 0:1: -1p(jump backward)
1769397841.556958 cmd_parse_build_commands 0:2 0:0: send
1769397841.556961 cmd_parse_build_commands 0:2 0:1: -X
1769397841.556964 cmd_parse_build_commands 0:2 0:2: jump-backward
1769397841.556967 cmd_parse_build_commands 0:2 0:3: %%
1769397841.556970 cmd_parse_build_commands 0:0: send
1769397841.556973 cmd_parse_build_commands 0:1: -X
1769397841.556976 cmd_parse_build_commands 0:2: jump-backward
1769397841.556978 cmd_parse_build_commands 0:3: %%
1769397841.556983 args_parse_flags: next -X
1769397841.556985 args_parse_flags: -X
1769397841.556988 args_parse_flags: next jump-backward
1769397841.556991 args_parse: flags end at 2 of 4
1769397841.556994 args_parse: 2 = jump-backward (type STRING)
1769397841.556997 args_parse: 3 = %% (type STRING)
1769397841.557002 cmd_parse_build_commands: send-keys -X jump-backward "%%"
1769397841.557005 args_parse_flags: next -1p(jump backward)
1769397841.557008 args_parse_flags: -1
1769397841.557011 args_parse_flag_argument: -p = (jump backward)
1769397841.557014 args_parse: flags end at 2 of 3
1769397841.557018 args_parse: 2 = send-keys -X jump-backward "%%" (type COMMANDS)
1769397841.557025 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
1769397841.557028 args_parse_flags: next -Tcopy-mode
